"F_OPERATOR FILE"
"Fac Id Code","Oper Id","Fac Oper Eff Period","Fac Oper Term Period"
"00000297","00990","201610","201611"
"00000297","11126","202202",""
"00000298","00237","199310",""
"00000299","00237","200507",""
"00000299","00260","200108","200507"
"00000299","09995","199611","200108"
"00000300","00083","199107","199705"
"00000300","00127","201604","202002"
"00000300","01022","202002",""
"00000300","08163","199705","201604"
"00000301","00454","201103","201711"
"00000301","00551","198706","201103"
"00000301","01006","201711","201911"
"00000301","01006","201911",""
"00000302","00047","201102","201210"
"00000302","00819","201706","202006"
"00000302","02011","202006",""
"00000302","07014","199411","201102"
"00000302","08203","201210","201706"
"00000303","00585","198904","199301"
"00000303","00625","199301",""
"00000304","00237","199209",""
"00000305","00237","201503",""
"00000305","00440","200102","201503"
"00000305","00648","198602","200102"
"00000306","00648","198904","200912"
"00000306","00691","201009","201811"
"00000306","00691","201811",""
"00000306","00769","200912","201009"
"00000307","00237","202003",""
"00000307","00905","198904","202003"
"00000308","00710","200801","201202"
"00000308","00819","201706","202006"
"00000308","07008","200702","200801"
"00000308","08203","201202","201706"
"00000308","11034","202006",""
"00000309","00648","198904","200912"
"00000309","00769","200912","201310"
"00000309","00988","201310","201712"
"00000309","01018","201712",""
"00000310","00648","198904","202003"
"00000310","01018","202003",""
"00000311","00648","200711","200804"
"00000311","00648","200804","200912"
"00000311","00769","200912","201310"
"00000311","00988","201310","201712"
"00000311","01018","201712",""
"00000311","07576","200804","200804"
"00000312","00648","198904","202001"
"00000312","00691","202001",""
"00000313","00648","198904","200912"
"00000313","00769","200912","201310"
"00000313","00988","201310","201712"
"00000313","01018","201712",""
"00000314","00648","198904","200912"
"00000314","00769","200912","201310"
"00000314","00988","201310","201712"
"00000314","01018","201712",""
"00000315","00648","200701","200804"
"00000315","00648","200804","200912"
"00000315","00769","200912","201310"
"00000315","00988","201310","201712"
"00000315","01018","201712",""
"00000315","07576","200804","200804"
"00000316","00648","200708","200804"
"00000316","00648","200804","200912"
"00000316","00769","200912","201310"
"00000316","00988","201310","201712"
"00000316","01018","201712",""
"00000316","07576","200804","200804"
"00000317","00648","200804","200912"
"00000317","00769","200912","201310"
"00000317","00988","201310","201712"
"00000317","01018","201712",""
"00000317","07576","199905","200804"
"00000318","00648","198904","200912"
"00000318","00769","200912","201310"
"00000318","00988","201310","201712"
"00000318","01018","201712",""
"00000319","00127","201604",""
"00000319","00673","198904","198904"
"00000319","08163","198904","201604"
"00000320","00643","199508","199804"
"00000320","00648","199804","201009"
"00000320","00673","198904","199508"
"00000320","00769","201009","201310"
"00000320","00988","201310","201712"
"00000320","01018","201712",""
"00000321","00428","202111",""
"00000321","00606","200907","202111"
"00000321","00664","200812","200907"
"00000321","00673","198904","199712"
"00000321","00738","199712","200812"
"00000322","00229","200203","200203"
"00000322","00913","198904","200203"
"00000322","00913","200203","200203"
"00000322","02774","200203",""
"00000323","00083","199107","199706"
"00000323","00230","201910","202103"
"00000323","00416","202103",""
"00000323","00682","199706","201910"
"00000324","00010","200911","201308"
"00000324","00619","199909","200911"
"00000324","00816","201611","202202"
"00000324","00990","201308","201611"
"00000324","09850","198904","199909"
"00000324","11126","202202",""
"00000325","00117","200212","201012"
"00000325","00237","201112",""
"00000325","00369","201012","201112"
"00000325","00671","199905","200212"
"00000326","00117","200009","201012"
"00000326","00237","201106",""
"00000326","00369","201012","201106"
"00000326","00566","198904","199705"
"00000326","00671","199705","200009"
"00000327","00117","199610","201012"
"00000327","00237","201105",""
"00000327","00369","201012","201105"
"00000328","00117","200009","201012"
"00000328","00237","201106",""
"00000328","00369","201012","201106"
"00000328","00566","198904","199705"
"00000328","00671","199705","200009"
"00000329","00117","200009","201012"
"00000329","00237","201106",""
"00000329","00369","201012","201106"
"00000329","00566","198904","199705"
"00000329","00671","199705","200009"
"00000330","00237","199405",""
"00000330","00553","199310","199405"
"00000330","08163","198904","199310"
"00000331","00237","199302",""
"00000331","00551","198904","199302"
"00000332","00237","199302",""
"00000332","00551","198904","199302"
"00000333","00237","199310",""
"00000334","00005","198904","199001"
"00000334","00045","199001","199610"
"00000334","00428","202111",""
"00000334","00606","200907","202111"
"00000334","00664","199610","200907"
"00000335","00005","198904","199001"
"00000335","00045","199001","199610"
"00000335","00428","202111",""
"00000335","00606","200907","202111"
"00000335","00664","199610","200907"
"00000336","00005","198904","199001"
"00000336","00045","199001","199610"
"00000336","00428","202111",""
"00000336","00606","200907","202111"
"00000336","00664","199610","200907"
"00000337","00850","201205","201407"
"00000337","01111","201407",""
"00000337","09850","199101","201205"
"00000338","00850","201205","201412"
"00000338","01111","201412",""
"00000338","09850","199101","201205"
"00000339","00850","201205","201406"
"00000339","01111","201406",""
"00000339","09850","199101","201205"
"00000340","00850","201205","201406"
"00000340","01111","201406",""
"00000340","09850","199101","201205"
"00000341","00850","201205","201406"
"00000341","01111","201406",""
"00000341","09850","199101","201205"
"00000342","00850","201205","201406"
"00000342","01111","201406",""
"00000342","09850","199101","201205"
"00000343","00850","201205","201412"
"00000343","01111","201412",""
"00000343","09850","200912","201205"
"00000344","00850","200911","201407"
"00000344","01111","201407",""
"00000345","00850","201205","201407"
"00000345","01111","201407",""
"00000345","09850","199101","201205"
"00000346","00850","201205","201502"
"00000346","01111","201502",""
"00000346","09850","199101","201205"
"00000347","00850","201205","201407"
"00000347","01111","201407",""
"00000347","09850","199101","201205"
"00000348","00850","201205","201407"
"00000348","01111","201407",""
"00000348","09850","199101","201205"
"00000349","00850","201205","201407"
"00000349","01111","201407",""
"00000349","09850","199101","201205"
"00000350","00850","201205","201407"
"00000350","01111","201407",""
"00000350","09850","199101","201205"
"00000351","00850","201205","201407"
"00000351","01111","201407",""
"00000351","09850","199101","201205"
"00000352","00850","201205","201407"
"00000352","01111","201407",""
"00000352","09850","199101","201205"
"00000353","00850","201205","201407"
"00000353","01111","201407",""
"00000353","09850","199101","201205"
"00000354","00850","201205","201407"
"00000354","01111","201407",""
"00000354","09850","199101","201205"
"00000355","00850","201205","201407"
"00000355","01111","201407",""
"00000355","09850","199101","201205"
"00000356","00850","201205","201407"
"00000356","01111","201407",""
"00000356","09850","199101","201205"
"00000357","00850","201205","201412"
"00000357","01111","201412",""
"00000357","09850","199101","201205"
"00000358","00850","201205","201412"
"00000358","01111","201412",""
"00000358","09850","199101","201205"
"00000359","00850","201205","201407"
"00000359","01111","201407",""
"00000359","09850","199101","201205"
"00000360","00850","201205","201407"
"00000360","01111","201407",""
"00000360","09850","199101","201205"
"00000361","00850","201205","201407"
"00000361","01111","201407",""
"00000361","09850","199101","201205"
"00000362","00850","201205","201407"
"00000362","01111","201407",""
"00000362","09850","199101","201205"
"00000363","00850","201205","201407"
"00000363","01111","201407",""
"00000363","09850","199101","201205"
"00000364","00850","201205","201407"
"00000364","01111","201407",""
"00000364","09850","199101","201205"
"00000365","00850","201205","201412"
"00000365","01111","201412",""
"00000365","09850","199101","201205"
"00000366","00850","201205","201407"
"00000366","01111","201407",""
"00000366","09850","199101","201205"
"00000367","00850","201205","201407"
"00000367","01111","201407",""
"00000367","09850","199101","201205"
"00000368","00416","198904","199411"
"00000368","00477","199411",""
"00000369","00013","199304","200207"
"00000369","00237","201601",""
"00000369","00639","200207","200211"
"00000369","00691","200211","201212"
"00000369","00691","201212","201601"
"00000369","00696","200211","200211"
"00000369","00706","201212","201212"
"00000370","00454","201103","201711"
"00000370","00551","198904","201103"
"00000370","01006","201711","201911"
"00000370","01006","201911",""
"00000371","00454","201103","201806"
"00000371","00551","198904","201103"
"00000371","01006","201806","201911"
"00000371","01006","201911",""
"00000372","00237","199201",""
"00000372","00648","198904","199201"
"00000373","00237","199201",""
"00000373","00648","198904","199201"
"00000374","00237","199201",""
"00000374","00648","198904","199201"
"00000375","00237","199201",""
"00000375","00648","198904","199201"
"00000376","00237","199201",""
"00000376","00648","198904","199201"
"00000377","00648","198904","200912"
"00000377","00769","200912","201310"
"00000377","00988","201310","201712"
"00000377","01018","201712",""
"00000378","00237","201503",""
"00000378","00440","199401","201503"
"00000378","00720","198904","199401"
"00000379","00237","201910",""
"00000379","00440","201012","201910"
"00000379","00720","198904","201012"
"00000380","00237","201503",""
"00000380","00440","199401","201503"
"00000380","00720","198904","199401"
"00000381","00237","201503",""
"00000381","00440","199401","201503"
"00000381","00720","198904","199401"
"00000382","00237","201503",""
"00000382","00440","199401","201503"
"00000382","00720","198904","199401"
"00000383","00237","201503",""
"00000383","00440","199401","201503"
"00000383","00720","198904","199401"
"00000384","00237","201503",""
"00000384","00440","199401","201503"
"00000384","00720","198904","199401"
"00000385","00237","201503",""
"00000385","00440","199401","201503"
"00000385","00720","198904","199401"
"00000386","00237","201503",""
"00000386","00440","199401","201503"
"00000386","00720","198904","199401"
"00000387","00237","201503",""
"00000387","00440","199401","201503"
"00000387","00720","198904","199401"
"00000388","00237","201503",""
"00000388","00440","199401","201503"
"00000388","00720","198904","199401"
"00000389","00237","201503",""
"00000389","00440","199401","201503"
"00000389","00720","198904","199401"
"00000390","00237","201503",""
"00000390","00440","199401","201503"
"00000390","00720","198904","199401"
"00000391","00127","201604","202002"
"00000391","00237","202002",""
"00000391","00469","198904","199605"
"00000391","00862","199605","201012"
"00000391","08163","201012","201604"
"00000392","00850","201205","201407"
"00000392","01111","201407",""
"00000392","09850","198904","201205"
"00000393","01111","202001",""
"00000393","09850","198904","202001"
"00000394","01111","202001",""
"00000394","09850","198904","202001"
"00000395","00850","201205","201407"
"00000395","01111","201407",""
